Date,Time,Src IP,Dst IP,Byte Size
2024-04-11,10:45:56,"('54.208.230.204', 443)","('10.3.141.106', 41080)",[28]
2024-04-11,10:45:56,"('54.208.230.204', 443)","('10.3.141.106', 41080)",[56]
2024-04-11,10:45:56,"('10.3.141.106', 41080)","('54.208.230.204', 443)",[28]
2024-04-11,10:45:56,"('10.3.141.106', 41080)","('54.208.230.204', 443)",[60]
2024-04-11,10:46:25,"('54.208.230.204', 443)","('10.3.141.106', 41080)",[28]
2024-04-11,10:46:25,"('54.208.230.204', 443)","('10.3.141.106', 41080)",[56]
2024-04-11,10:46:25,"('10.3.141.106', 41080)","('54.208.230.204', 443)",[28]
2024-04-11,10:46:25,"('10.3.141.106', 41080)","('54.208.230.204', 443)",[60]
2024-04-11,10:46:33,"('52.223.21.95', 443)","('10.3.141.107', 49160)",[512]
2024-04-11,10:46:33,"('52.223.21.95', 443)","('10.3.141.107', 49160)",[272]
2024-04-11,10:46:33,"('10.3.141.107', 49160)","('52.223.21.95', 443)",[176]
2024-04-11,10:46:35,"('10.3.141.107', 49156)","('52.223.21.95', 443)",[176]
2024-04-11,10:46:35,"('52.223.21.95', 443)","('10.3.141.107', 49156)",[480]
2024-04-11,10:46:37,"('18.221.234.99', 443)","('10.3.141.92', 49194)",[96]
2024-04-11,10:46:37,"('10.3.141.92', 49194)","('18.221.234.99', 443)",[64]
2024-04-11,10:46:52,"('10.3.141.228', 34540)","('13.225.63.16', 443)","[122, 1, 27]"
2024-04-11,10:46:52,"('13.225.63.16', 443)","('10.3.141.228', 34540)","[1, 53]"
2024-04-11,10:46:52,"('13.225.63.16', 443)","('10.3.141.228', 34540)",[110]
2024-04-11,10:46:52,"('10.3.141.228', 34540)","('13.225.63.16', 443)",[141]
2024-04-11,10:46:53,"('10.3.141.228', 34540)","('13.225.63.16', 443)",[496]
2024-04-11,10:46:53,"('13.225.63.16', 443)","('10.3.141.228', 34540)",[19]
2024-04-11,10:46:54,"('54.208.230.204', 443)","('10.3.141.106', 41080)",[28]
2024-04-11,10:46:54,"('54.208.230.204', 443)","('10.3.141.106', 41080)",[56]
2024-04-11,10:46:54,"('10.3.141.106', 41080)","('54.208.230.204', 443)","[28, 60]"
